,wp,type,syst,flav,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
38,L,mujets,central,5,0,2.5,20,1000,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)
39,L,mujets,central,4,0,2.5,20,1000,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)
40,L,mujets,down,5,0,2.5,20,30,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.05149299854090103
41,L,mujets,down,5,0,2.5,30,50,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.0175473339147912
42,L,mujets,down,5,0,2.5,50,70,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.02441637637907312
43,L,mujets,down,5,0,2.5,70,100,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.020350402457152156
44,L,mujets,down,5,0,2.5,100,140,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.033884229793418146
45,L,mujets,down,5,0,2.5,140,200,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.05461256108766208
46,L,mujets,down,5,0,2.5,200,300,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.06008501767993688
47,L,mujets,down,5,0,2.5,300,600,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.045246750678518875
48,L,mujets,down,5,0,2.5,600,1000,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.049322928373541
49,L,mujets,down,4,0,2.5,20,30,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.1287324963522526
50,L,mujets,down,4,0,2.5,30,50,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.043868334786978
51,L,mujets,down,4,0,2.5,50,70,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.0610409409476828
52,L,mujets,down,4,0,2.5,70,100,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.05087600614288039
53,L,mujets,down,4,0,2.5,100,140,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.08471057448354537
54,L,mujets,down,4,0,2.5,140,200,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.1365314027191552
55,L,mujets,down,4,0,2.5,200,300,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.1502125441998422
56,L,mujets,down,4,0,2.5,300,600,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.11311687669629719
57,L,mujets,down,4,0,2.5,600,1000,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)-0.1233073209338525
58,L,mujets,up,5,0,2.5,20,30,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.05149299854090103
59,L,mujets,up,5,0,2.5,30,50,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.0175473339147912
60,L,mujets,up,5,0,2.5,50,70,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.02441637637907312
61,L,mujets,up,5,0,2.5,70,100,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.020350402457152156
62,L,mujets,up,5,0,2.5,100,140,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.033884229793418146
63,L,mujets,up,5,0,2.5,140,200,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.05461256108766208
64,L,mujets,up,5,0,2.5,200,300,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.06008501767993688
65,L,mujets,up,5,0,2.5,300,600,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.045246750678518875
66,L,mujets,up,5,0,2.5,600,1000,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.049322928373541
67,L,mujets,up,4,0,2.5,20,30,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.1287324963522526
68,L,mujets,up,4,0,2.5,30,50,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.043868334786978
69,L,mujets,up,4,0,2.5,50,70,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.0610409409476828
70,L,mujets,up,4,0,2.5,70,100,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.05087600614288039
71,L,mujets,up,4,0,2.5,100,140,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.08471057448354537
72,L,mujets,up,4,0,2.5,140,200,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.1365314027191552
73,L,mujets,up,4,0,2.5,200,300,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.1502125441998422
74,L,mujets,up,4,0,2.5,300,600,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.11311687669629719
75,L,mujets,up,4,0,2.5,600,1000,0,1,1.50089+0.270878*log(x+3236.58)+-0.0410936*log(x+3236.58)*log(x+3236.58)+0.1233073209338525
