,wp,type,syst,flav,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
0,L,comb,central,5,0,2.5,30,300,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)
1,L,comb,central,4,0,2.5,30,300,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)
2,L,comb,down,5,0,2.5,30,50,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.048623555959969124
3,L,comb,down,5,0,2.5,50,70,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.039147606191910586
4,L,comb,down,5,0,2.5,70,100,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.025943246784193928
5,L,comb,down,5,0,2.5,100,140,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.01880641107617866
6,L,comb,down,5,0,2.5,140,200,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.0151689502046296
7,L,comb,down,5,0,2.5,200,300,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.026615518025545015
8,L,comb,down,4,0,2.5,30,50,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.1215588898999228
9,L,comb,down,4,0,2.5,50,70,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.09786901547977647
10,L,comb,down,4,0,2.5,70,100,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.06485811696048482
11,L,comb,down,4,0,2.5,100,140,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.047016027690446646
12,L,comb,down,4,0,2.5,140,200,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.037922375511574
13,L,comb,down,4,0,2.5,200,300,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)-0.06653879506386254
14,L,comb,up,5,0,2.5,30,50,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.048623555959969124
15,L,comb,up,5,0,2.5,50,70,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.039147606191910586
16,L,comb,up,5,0,2.5,70,100,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.025943246784193928
17,L,comb,up,5,0,2.5,100,140,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.01880641107617866
18,L,comb,up,5,0,2.5,140,200,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.0151689502046296
19,L,comb,up,5,0,2.5,200,300,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.026615518025545015
20,L,comb,up,4,0,2.5,30,50,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.1215588898999228
21,L,comb,up,4,0,2.5,50,70,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.09786901547977647
22,L,comb,up,4,0,2.5,70,100,0,1,0.589488+0.169711*log(x)+-0.017494*log(x)*log(x)+0.06485811696048482
