,wp,type,syst,flav,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
144,M,mujets,up,4,0,2.5,30,50,0,1,0.808808+0.000106702*log(x+19)*log(x+18)*(3+5.90648*log(x+18))+0.37116820545513396
145,M,mujets,up,4,0,2.5,50,70,0,1,0.808808+0.000106702*log(x+19)*log(x+18)*(3+5.90648*log(x+18))+0.10747403168623654
146,M,mujets,up,4,0,2.5,70,100,0,1,0.808808+0.000106702*log(x+19)*log(x+18)*(3+5.90648*log(x+18))+0.08957421549267293
147,M,mujets,up,4,0,2.5,100,140,0,1,0.808808+0.000106702*log(x+19)*log(x+18)*(3+5.90648*log(x+18))+0.20430672506091196
148,M,mujets,up,4,0,2.5,140,200,0,1,0.808808+0.000106702*log(x+19)*log(x+18)*(3+5.90648*log(x+18))+0.3351385924015602
149,M,mujets,up,4,0,2.5,200,300,0,1,0.808808+0.000106702*log(x+19)*log(x+18)*(3+5.90648*log(x+18))+0.32232746866895506
150,M,mujets,up,4,0,2.5,300,600,0,1,0.808808+0.000106702*log(x+19)*log(x+18)*(3+5.90648*log(x+18))+0.7730061861071884
151,M,mujets,up,4,0,2.5,600,1000,0,1,0.808808+0.000106702*log(x+19)*log(x+18)*(3+5.90648*log(x+18))+0.45399251498870935
190,T,mujets,central,5,0,2.5,20,1000,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))
191,T,mujets,central,4,0,2.5,20,1000,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))
192,T,mujets,down,5,0,2.5,20,30,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.06233552960445998
193,T,mujets,down,5,0,2.5,30,50,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.026957856539826464
194,T,mujets,down,5,0,2.5,50,70,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.04700412064607903
195,T,mujets,down,5,0,2.5,70,100,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.04558794693571514
196,T,mujets,down,5,0,2.5,100,140,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.06653834539040161
197,T,mujets,down,5,0,2.5,140,200,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.1057239097218688
198,T,mujets,down,5,0,2.5,200,300,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.10760114981077017
199,T,mujets,down,5,0,2.5,300,600,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.10942370228729341
200,T,mujets,down,5,0,2.5,600,1000,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.13015414451257626
201,T,mujets,down,4,0,2.5,20,30,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.21817435361560994
202,T,mujets,down,4,0,2.5,30,50,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.09435249788939262
203,T,mujets,down,4,0,2.5,50,70,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.1645144222612766
204,T,mujets,down,4,0,2.5,70,100,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.15955781427500298
205,T,mujets,down,4,0,2.5,100,140,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.23288420886640565
206,T,mujets,down,4,0,2.5,140,200,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.3700336840265408
207,T,mujets,down,4,0,2.5,200,300,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.3766040243376956
208,T,mujets,down,4,0,2.5,300,600,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.38298295800552695
209,T,mujets,down,4,0,2.5,600,1000,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))-0.4555395057940169
210,T,mujets,up,5,0,2.5,20,30,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.06233552960445998
211,T,mujets,up,5,0,2.5,30,50,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.026957856539826464
212,T,mujets,up,5,0,2.5,50,70,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.04700412064607903
213,T,mujets,up,5,0,2.5,70,100,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.04558794693571514
214,T,mujets,up,5,0,2.5,100,140,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.06653834539040161
215,T,mujets,up,5,0,2.5,140,200,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.1057239097218688
216,T,mujets,up,5,0,2.5,200,300,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.10760114981077017
217,T,mujets,up,5,0,2.5,300,600,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.10942370228729341
218,T,mujets,up,5,0,2.5,600,1000,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.13015414451257626
219,T,mujets,up,4,0,2.5,20,30,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.21817435361560994
220,T,mujets,up,4,0,2.5,30,50,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.09435249788939262
221,T,mujets,up,4,0,2.5,50,70,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.1645144222612766
222,T,mujets,up,4,0,2.5,70,100,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.15955781427500298
223,T,mujets,up,4,0,2.5,100,140,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.23288420886640565
