wp,type,syst,flav,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
L,comb,central,5,0,2.5,20,1000,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))"
L,comb,central,4,0,2.5,20,1000,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))"
L,comb,down,5,0,2.5,20,30,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.11773328003579349"
L,comb,down,5,0,2.5,30,50,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.026381205305816318"
L,comb,down,5,0,2.5,50,70,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.019191755504893233"
L,comb,down,5,0,2.5,70,100,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.010208120241599429"
L,comb,down,5,0,2.5,100,140,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.003867803801992073"
L,comb,down,5,0,2.5,140,200,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.004422660449470182"
L,comb,down,5,0,2.5,200,300,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.005869618106583131"
L,comb,down,5,0,2.5,300,600,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.19488163722941954"
L,comb,down,5,0,2.5,600,1000,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.14670437081633958"
L,comb,down,4,0,2.5,20,30,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.2943332000894837"
L,comb,down,4,0,2.5,30,50,0,1,"0.914859+0.0036817*log(x+19)*log(x+18)*(3-0.42047*log(x+18))-0.0659530132645408"
