,wp,type,syst,flav,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
38,L,mujets,central,5,0,2.5,20,1000,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)
39,L,mujets,central,4,0,2.5,20,1000,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)
40,L,mujets,down,5,0,2.5,20,30,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.020275269724569077
41,L,mujets,down,5,0,2.5,30,50,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.020097537835685374
42,L,mujets,down,5,0,2.5,50,70,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.018312120522552964
43,L,mujets,down,5,0,2.5,70,100,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.022467662232241364
44,L,mujets,down,5,0,2.5,100,140,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.049084958326962795
45,L,mujets,down,5,0,2.5,140,200,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.040362819913526346
46,L,mujets,down,5,0,2.5,200,300,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.07011126419012874
47,L,mujets,down,5,0,2.5,300,600,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.1052157239076004
48,L,mujets,down,5,0,2.5,600,1000,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.05366707241078849
49,L,mujets,down,4,0,2.5,20,30,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.050688174311422696
50,L,mujets,down,4,0,2.5,30,50,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.05024384458921344
51,L,mujets,down,4,0,2.5,50,70,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.04578030130638241
52,L,mujets,down,4,0,2.5,70,100,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.05616915558060341
53,L,mujets,down,4,0,2.5,100,140,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.12271239581740699
54,L,mujets,down,4,0,2.5,140,200,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.10090704978381587
55,L,mujets,down,4,0,2.5,200,300,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.17527816047532185
56,L,mujets,down,4,0,2.5,300,600,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.263039309769001
57,L,mujets,down,4,0,2.5,600,1000,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)-0.13416768102697121
58,L,mujets,up,5,0,2.5,20,30,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.020275269724569077
59,L,mujets,up,5,0,2.5,30,50,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.020097537835685374
60,L,mujets,up,5,0,2.5,50,70,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.018312120522552964
61,L,mujets,up,5,0,2.5,70,100,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.022467662232241364
62,L,mujets,up,5,0,2.5,100,140,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.049084958326962795
63,L,mujets,up,5,0,2.5,140,200,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.040362819913526346
64,L,mujets,up,5,0,2.5,200,300,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.07011126419012874
65,L,mujets,up,5,0,2.5,300,600,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.1052157239076004
66,L,mujets,up,5,0,2.5,600,1000,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.05366707241078849
67,L,mujets,up,4,0,2.5,20,30,0,1,0.997073*(1.+0.00183591*x)/(1.+0.00215307*x)+0.050688174311422696
